ancestor_id,treatment,population,nitrate_concentration.x,growth_rate_q2.5,growth_rate_q97.5,growth_rate_mean
anc2,B,19,0,0,0,0
anc2,B,19,1,0.03920964178292032,0.054647482615351746,0.046477537775988606
anc2,B,19,2,0.07685354247639724,0.10619214002812057,0.09072580412532087
anc2,B,19,3,0.1130236709443456,0.1548909400563455,0.13290274173741598
anc2,B,19,4,0.14780556991012245,0.2009732375581729,0.17315160173890698
anc2,B,19,5,0.18127870219875739,0.24464438640701505,0.2116026256519584
anc2,B,19,6,0.2135184971959028,0.2860887989535212,0.24837449984539084
anc2,B,19,7,0.24458950485944803,0.3255314193265134,0.2835756178264088
anc2,B,19,8,0.27463492332011463,0.36297887862194167,0.3173051795411755
anc2,B,19,9,0.30368301253630525,0.39866730917806514,0.3496541518695024
anc2,B,19,10,0.33175473140109596,0.4327258489246597,0.3807061104590501
anc2,B,19,11,0.35889849465431023,0.4652456283119075,0.4105379797523638
anc2,B,19,12,0.3851595680375569,0.49631916157506356,0.43922068536427733
anc2,B,19,13,0.410580320227076,0.5260477771073411,0.4668197307494934
anc2,B,19,14,0.4352004509600144,0.5545174220997984,0.4933957082676389
anc2,B,19,15,0.4590571979380646,0.5818064121014571,0.5190047532325289
anc2,B,19,16,0.48218552477676657,0.6079866990125216,0.5436989482655762
anc2,B,19,17,0.5046182919958541,0.6331245045757603,0.5675266842138497
anc2,B,19,18,0.5263864128095149,0.657509705248945,0.5905329830040192
anc2,B,19,19,0.5474901730798295,0.6810671486433484,0.6127597870543635
anc2,B,19,20,0.5677735721071538,0.7037282047843665,0.6342462192339297
anc2,B,19,21,0.5874636100364569,0.7252707660501717,0.6550288168211256
anc2,B,19,22,0.6065873151054493,0.7460322134506907,0.6751417424574483
anc2,B,19,23,0.6251687746326179,0.766031523985657,0.6946169747025372
anc2,B,19,24,0.643230729048888,0.7853252946263991,0.7134844804635003
anc2,B,19,25,0.660794664742195,0.8039543035645199,0.7317723712855569
anc2,B,19,26,0.6778808993264422,0.821952325489989,0.7495070452451065
anc2,B,19,27,0.6945086600463255,0.8393508851825963,0.7667133159742247
anc2,B,19,28,0.7106961559541453,0.8561360670805144,0.783414530162209
anc2,B,19,29,0.7264606444282343,0.8724853368293883,0.7996326747208649
anc2,B,19,30,0.7418184925438596,0.8882703278066849,0.8153884746621638
anc2,B,19,31,0.7567852337554066,0.9035629146191737,0.8307014826167106
anc2,B,19,32,0.7713606993470576,0.918385783926481,0.8455901608165849
anc2,B,19,33,0.7854835028735992,0.9328156166700977,0.860071956274421
anc2,B,19,34,0.7992562519304197,0.9470508600169346,0.8741633698102593
anc2,B,19,35,0.8126918023135057,0.9608764162315334,0.8878800195071713
anc2,B,19,36,0.8258023879150973,0.9743097206042625,0.9012366991146326
anc2,B,19,37,0.8385996578808651,0.9872665587601328,0.9142474318639573
anc2,B,19,38,0.8510947111344522,0.9997999028437755,0.926925520111857
anc2,B,19,39,0.8632981284844586,1.0117490774475066,0.9392835911855123
anc2,B,19,40,0.8752200025090956,1.0236917180924325,0.9513336397647529
anc2,B,19,41,0.8868699653959194,1.035322553437655,0.9630870671033998
anc2,B,19,42,0.8982659479191819,1.0466339544875025,0.9745547173620186
anc2,B,19,43,0.9094086648083568,1.0575837949385443,0.9857469112978033
anc2,B,19,44,0.920308141485821,1.0682518008563011,0.9966734775336584
anc2,B,19,45,0.931278808539861,1.0785743742225788,1.0073437816074307
anc2,B,19,46,0.9419065928725038,1.0884031896670034,1.0177667529833672
anc2,B,19,47,0.9520974393725324,1.0980288253360244,1.0279509101909676
anc2,B,19,48,0.9622016250581071,1.1078152193598256,1.037904384241253
anc2,B,19,49,0.9723189003175515,1.1173639031672895,1.0476349404568561
anc2,B,19,50,0.9822337049445554,1.1266864428960828,1.0571499988401214
anc2,B,19,51,0.9917174369032122,1.1356160049493773,1.0664566530923862
anc2,B,19,52,1.0009686889491773,1.1444922787375074,1.0755616883876977
anc2,B,19,53,1.0100352739039609,1.1531496230846694,1.0844715979952653
anc2,B,19,54,1.0189226666031526,1.1615193961299173,1.093192598836871
anc2,B,19,55,1.027810100602404,1.1696956530745628,1.1017306460581366
anc2,B,19,56,1.036589564397115,1.177689664234057,1.1100914466859308
anc2,B,19,57,1.0452043496331724,1.1855074557691563,1.1182804724382
anc2,B,19,58,1.0536692491616204,1.1931547910533402,1.1263029717470525
anc2,B,19,59,1.0618111412090023,1.200682782794271,1.1341639810509865
anc2,B,19,60,1.0696625537531854,1.2081867698042357,1.141868335407653
anc2,B,19,61,1.0773625835936416,1.2155300517894356,1.1494206784744425
anc2,B,19,62,1.0852590109414797,1.222712572313175,1.1568254719004645
anc2,B,19,63,1.0928211728190433,1.229748433220944,1.1640870041700806
anc2,B,19,64,1.1003677769053273,1.2365876856004674,1.1712093989350463
anc2,B,19,65,1.1077823170414214,1.2430499520742184,1.1781966228694793
anc2,B,19,66,1.1150682298374428,1.2493673912470307,1.1850524930792794
anc2,B,19,67,1.1222288336893214,1.2554654578202356,1.1917806840952432
anc2,B,19,68,1.1292705875605984,1.2616377936733818,1.198384734476949
anc2,B,19,69,1.1361962183780088,1.267610686882314,1.2048680530524816
anc2,B,19,70,1.143005803200696,1.2734334019094526,1.2112339248172448
anc2,B,19,71,1.149702234500249,1.279144017091463,1.2174855165134184
anc2,B,19,72,1.1562883094129817,1.2847803962268398,1.2236258819100783
anc2,B,19,73,1.1626624283907459,1.29029703223381,1.2296579668025684
anc2,B,19,74,1.1687271856750514,1.2957102335759139,1.2355846137484108
anc2,B,19,75,1.1746912954470559,1.3010228822845942,1.2414085665558239
anc2,B,19,76,1.180557242632875,1.3062377543055526,1.24713247453982
anc2,B,19,77,1.1865875380800184,1.3113809599266726,1.2527588965598122
anc2,B,19,78,1.1925660855770037,1.3167838625416308,1.2582903048517207
anc2,B,19,79,1.1985657837788763,1.321813521417598,1.2637290886666959
anc2,B,19,80,1.2044739009440921,1.3266412349563843,1.2690775577277533
anc2,B,19,81,1.2102925180938018,1.331596461894408,1.2743379455148807
anc2,B,19,82,1.2160236536721798,1.3364786260855495,1.279512412388472
anc2,B,19,83,1.2216692658810413,1.3415527304908152,1.2846030485603068
anc2,B,19,84,1.2272312549107116,1.3462035123127785,1.2896118769206932
anc2,B,19,85,1.2327114650724895,1.3507761035873926,1.2945408557298446
anc2,B,19,86,1.2381116868377273,1.355272459912125,1.2993918811810397
anc2,B,19,87,1.2434336587882708,1.3597287178791477,1.3041667898426452
anc2,B,19,88,1.2486237862209444,1.364568865901205,1.308867360985634
anc2,B,19,89,1.2536856876196485,1.3693336930420603,1.3134953188028196
anc2,B,19,90,1.2586749441174565,1.3738671367075697,1.3180523345256423
anc2,B,19,91,1.2635426947244306,1.3779041238534313,1.3225400284439919
anc2,B,19,92,1.2683026614992046,1.3818671303037504,1.32695997183421
anc2,B,19,93,1.272995106689982,1.3857670392244716,1.3313136888001107
anc2,B,19,94,1.2776214569034323,1.3897765628727283,1.3356026580315676
anc2,B,19,95,1.2821830988384229,1.393705016795118,1.3398283144849457
anc2,B,19,96,1.286681380671806,1.3976890404939761,1.3439920509894028
anc2,B,19,97,1.2911176133868558,1.401605191305072,1.3480952197828513
anc2,B,19,98,1.295493072047108,1.4054481933782343,1.3521391339811508
anc2,B,19,99,1.2997973134369918,1.4092340563550758,1.3561250689838968
anc2,B,19,100,1.3038898654676103,1.4129640451974081,1.360054263819976
anc2,B,19,101,1.3079264694988149,1.416639387801203,1.3639279224358807
anc2,B,19,102,1.311908265050838,1.4202612763443654,1.367747214929607
anc2,B,19,103,1.31583636090606,1.4237479982281893,1.371513278732798
anc2,B,19,104,1.3197969954844548,1.4273106032038183,1.375227219743652
anc2,B,19,105,1.3239173041997503,1.4308465014489127,1.3788901134129725
anc2,B,19,106,1.328055909301622,1.4342834379742562,1.3825030057856078
anc2,B,19,107,1.3321423904134593,1.4376722237113269,1.3860669144994011
anc2,B,19,108,1.3361622219991496,1.4409955026720611,1.3895828297436688
anc2,B,19,109,1.3399441776802667,1.4442497875239855,1.3930517151791
anc2,B,19,110,1.3435740484976135,1.4472182255146433,1.3964745088208856
anc2,B,19,111,1.3471133295301434,1.4501073243576392,1.3998521238867747
anc2,B,19,112,1.3506839616557542,1.453026590588859,1.40318544961168
anc2,B,19,113,1.354320009694488,1.4558867299403264,1.4064753520303568
anc2,B,19,114,1.3579113852713347,1.4587076844278766,1.4097226747296119
anc2,B,19,115,1.3611520562830515,1.461516031410513,1.412928239571415
anc2,B,19,116,1.3643943520692163,1.4644706266431267,1.4160928473882182
anc2,B,19,117,1.367997299275857,1.4673863831767144,1.4192172786517263
anc2,B,19,118,1.3713541226096388,1.470264061837663,1.4223022941162882
anc2,B,19,119,1.374798553365645,1.4731205051788057,1.4253486354380305
anc2,B,19,120,1.3782681064412117,1.4759191286232671,1.428357025770795
anc2,B,19,121,1.3814187426232039,1.4786983624697707,1.431328170339884
anc2,B,19,122,1.384531812751077,1.4814422650545978,1.4342627569945765
anc2,B,19,123,1.3876079847114382,1.4841515058506587,1.437161456740325
anc2,B,19,124,1.3906479106517007,1.4868267375230413,1.4400249242514984
anc2,B,19,125,1.3936522274410015,1.4895293609580813,1.4428537983654994
anc2,B,19,126,1.3966215571150118,1.49231495758758,1.4456487025590383
anc2,B,19,127,1.3995565073053007,1.4949559501357141,1.448410245407312
anc2,B,19,128,1.4024576716538668,1.497542213299142,1.451139021026802
anc2,B,19,129,1.4053256302134414,1.5000971370292773,1.4538356095023652
anc2,B,19,130,1.4081609498341188,1.5026212875430853,1.4565005772992692
anc2,B,19,131,1.4109641845368672,1.5050999797024978,1.459134477660784
anc2,B,19,132,1.4136810582636432,1.507547117269146,1.4617378509919192
anc2,B,19,133,1.416267799574614,1.509970965842886,1.4643112252298682
anc2,B,19,134,1.418825206808749,1.5121803012004826,1.4668551162016907
anc2,B,19,135,1.4213912027677353,1.5143668139972792,1.469370027969747
anc2,B,19,136,1.4240366560133797,1.5165231792138627,1.4718564531653693
anc2,B,19,137,1.4267397501738883,1.5187649866765707,1.4743148733112337
anc2,B,19,138,1.429449221055048,1.5210142994557894,1.4767457591328808
anc2,B,19,139,1.4319743579955555,1.5232377787342375,1.4791495708598044
anc2,B,19,140,1.4344721680040402,1.5253114380076875,1.4815267585165166
anc2,B,19,141,1.4369430922902333,1.5276206021491743,1.483877762203977
anc2,B,19,142,1.4394781014374152,1.5297892697355104,1.4862030123717527
anc2,B,19,143,1.44207821537013,1.5319280560339092,1.4885029300812687
anc2,B,19,144,1.444658300389291,1.5340341430088018,1.490777927260483
anc2,B,19,145,1.4471398068922103,1.5361168599994637,1.4930284069503126
anc2,B,19,146,1.4495278416271171,1.538176593844376,1.4952547635431208
anc2,B,19,147,1.4520154176134,1.5402137228911792,1.4974573830135613
anc2,B,19,148,1.4542881868103499,1.5422286172283606,1.4996366431420656
