umax,ks,replicate,population
1.2958625623617674,0.405940303601476,1,1
1.2974356289334943,0.3988613575719115,2,1
1.2923369447764173,0.44140006308656216,3,1
1.2949454864800052,0.4869113346634431,4,1
1.2978639381521282,0.4192978901464664,5,1
1.2992773693410602,0.4224186558678341,6,1
1.3077656423008825,0.4232634681677308,7,1
1.3063094347513002,0.5047571440367585,8,1
1.2898346166984525,0.402237992540706,9,1
1.300720388108039,0.4525161285161953,10,1
1.2849437070751575,0.36275486925016764,11,1
1.3108563709023164,0.5471188910493918,12,1
1.2848857517945904,0.3473291267617499,13,1
1.2912905009648006,0.4181837780651186,14,1
1.2853855965642005,0.34633766911960956,15,1
1.2895871034994686,0.33915097838009334,16,1
1.3095087675589294,0.5998985239981909,17,1
1.2873485554395394,0.3885198078728502,18,1
1.3056651448020056,0.4525443576836421,19,1
1.3014670821697447,0.3960366236261137,20,1
1.2987244300787835,0.47062443639249846,21,1
1.2844503166696646,0.40332506553452385,22,1
1.2753332080780981,0.21933372779828578,23,1
1.2920948738536606,0.4849400553968082,24,1
1.2924205639273598,0.39685918223010014,25,1
1.2930470289775653,0.42176742740121964,26,1
1.2997700900020195,0.3348933484130148,27,1
1.3001565435151148,0.4939083360406289,28,1
1.2997934793647279,0.448172379538331,29,1
1.2811526577493415,0.4120693966256963,30,1
1.2937503384751654,0.39035902847723775,31,1
1.2971117235268361,0.4315624482408821,32,1
1.2940274850684566,0.4815597494293628,33,1
1.2766326873722187,0.34598238565492523,34,1
1.3139787242349723,0.5366053731500966,35,1
1.2910564777386586,0.3868276983414804,36,1
1.2947971021916558,0.3139200152144059,37,1
1.2983885553031038,0.4618685322246778,38,1
1.3040800309817018,0.41715927378611983,39,1
1.2948727588531157,0.3835468657181678,40,1
1.2833243981448132,0.3692828470605316,41,1
1.2953704358809044,0.4057008574783633,42,1
1.2832618637022633,0.3732370709621449,43,1
1.3055343100657166,0.39919917634384516,44,1
1.300043885322673,0.4563344875175037,45,1
1.2973706986129412,0.4480211301061651,46,1
1.2955288690683706,0.42100268910776506,47,1
1.3157455796092803,0.5721778329155377,48,1
1.286642903085409,0.2720082707451762,49,1
