umax,ks,replicate,population_index
1.3025183731940213,0.43235847029785,1,1
1.2840634926305539,0.39617829840866153,2,1
1.2924999714603962,0.36442126529274765,3,1
1.320387291030984,0.49848898971776784,4,1
1.3026487686701023,0.5296874961788414,5,1
1.292398952392214,0.35931780654533774,6,1
1.3000521624622465,0.4944204503840723,7,1
1.2917551662286497,0.3510905221504927,8,1
1.2827157719972258,0.31744783848064806,9,1
1.2971669363142033,0.3920992766786441,10,1
1.2778764328539856,0.2858577786733876,11,1
1.2823165507608136,0.28297791678086354,12,1
1.2911593580404486,0.4288148179732241,13,1
1.2894692614540786,0.3635964016745877,14,1
1.2936590808069246,0.4711066610219057,15,1
1.2947039809857388,0.4343591639817409,16,1
1.2933806704657136,0.4058311332890242,17,1
1.2915572165845026,0.4374945062926653,18,1
1.3208115804753375,0.46242710313246643,19,1
1.2826861711969877,0.39590605502387805,20,1
1.2907900672971002,0.37919409775487517,21,1
1.2934059425365416,0.4548569013034076,22,1
1.2841367301984743,0.35922017211037954,23,1
1.3020687983258226,0.48182385389947807,24,1
1.2965409694514305,0.42496019046023076,25,1
1.2869426947094402,0.47390690335012403,26,1
1.2977044277729428,0.41916995678947183,27,1
1.2982737265653783,0.46593731644651637,28,1
1.3067152991935818,0.4327796280833645,29,1
1.28175822467479,0.2854170700160923,30,1
1.2896543062756707,0.32106919572627096,31,1
1.2852002462416263,0.3519939434833758,32,1
1.3103571663589093,0.5723945496215513,33,1
1.296229377554193,0.38554873603970635,34,1
1.2889172590768125,0.43444388951179486,35,1
1.2916244096600604,0.38572281346066245,36,1
1.2943439806792254,0.4632824730160044,37,1
1.291960670643785,0.4862480441760573,38,1
1.2950040956070403,0.4113660081010423,39,1
1.3113178659937286,0.521684386745458,40,1
1.3143179311662159,0.4801455256301874,41,1
1.2741709809055268,0.3838211182027953,42,1
1.3005216541211437,0.3908718976473324,43,1
1.2939233021316499,0.48053616824544604,44,1
1.293167939931955,0.4058065211406444,45,1
1.2884870065652698,0.38582630539973845,46,1
1.2885524186066515,0.29316649265526945,47,1
1.2995825040558202,0.4813520847352867,48,1
1.2966085922962955,0.5319873328864462,49,1
1.301506581044331,0.37347935873210314,50,1
1.2986267502001827,0.418769242526627,51,1
1.286087884652006,0.3870419396839437,52,1
1.275774432653845,0.3411175344991194,53,1
1.2966419479865128,0.48907198319117884,54,1
1.305061607088827,0.45024190194074093,55,1
1.2818487187644059,0.37479972527686894,56,1
1.2855850011640932,0.3538621724320449,57,1
1.3029600779951345,0.38962294261355074,58,1
1.27491910154515,0.4217131929352146,59,1
1.3009779029460917,0.45222728598968936,60,1
1.2932484551111467,0.42474814458855076,61,1
1.3066870780475017,0.4244477915624028,62,1
1.294560989651987,0.3894141785424961,63,1
1.2948577207487844,0.4117445213214484,64,1
1.3185504168528206,0.5626157435937451,65,1
1.2891176832896791,0.4192380726730836,66,1
1.2883117363841763,0.38990429754135536,67,1
1.2932033702374186,0.39727736497056876,68,1
1.297249813760032,0.43764604932402085,69,1
1.3108425088728926,0.46199457461730253,70,1
1.277705580819419,0.46744117327583656,71,1
1.3081874891840621,0.53987912088702,72,1
1.3029916218217865,0.4901755283161907,73,1
1.296367485120312,0.47858207127814817,74,1
1.3010662087688405,0.33375303279178475,75,1
1.2985844586666793,0.46905109388658894,76,1
1.29074381234894,0.4537102773466585,77,1
