file_name,path,well_plate,well,plate,date_time,RFU,plate_key,population,acclimation_level,p,phosphate_level,multitron,slot,phosphate_concentration,population_new_color,start_time,days,N0,N0_mean,ancestor_id,treatment,note,time_point,iteration,term,estimate,std.error,statistic,p.value,number_of_points
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate1_190319_183435_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_1,B02,1,2019-03-19T18:27:54Z,9,1,25,LP,P,1,5,15,0.5,no,2019-03-19T18:27:54Z,0,9,14.775,anc2,BS,NA,1,3,days,0.936848621362954,0.1700543703686562,5.509112287628866,0.011775225474048258,5
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate1_190319_183435_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_1,C02,1,2019-03-19T18:27:54Z,12,1,6,LP,P,1,5,15,0.5,no,2019-03-19T18:27:54Z,0,12,12.425,cc1690,P,NA,1,3,days,0.6349210666794989,0.1096864734939898,5.788508340677841,0.01025586109250354,5
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate1_190319_183435_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_1,D02,1,2019-03-19T18:27:54Z,18,1,24,LP,P,1,5,15,0.5,no,2019-03-19T18:27:54Z,0,18,12.175,anc4,C,NA,1,2,days,0.5279132803444793,0.1821066115863928,2.898924293553357,0.10124427832046998,4
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate1_190319_183435_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_1,E02,1,2019-03-19T18:27:54Z,18,1,1,LP,P,1,5,15,0.5,no,2019-03-19T18:27:54Z,0,18,15.6,anc2,N,NA,1,2,days,0.5058749357980123,0.19661036518780844,2.5729820262262604,0.12365086623940864,4
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate1_190319_183435_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_1,F02,1,2019-03-19T18:27:54Z,13,1,25,LP,P,1,5,15,0.5,no,2019-03-19T18:27:54Z,0,13,14.775,anc2,BS,NA,1,3,days,0.6769873716536656,0.16281039423463278,4.1581336058804155,0.0252934970914842,5
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate1_190319_183435_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,G02_1,G02,1,2019-03-19T18:27:54Z,8,1,11,LP,P,1,5,15,0.5,no,2019-03-19T18:27:54Z,0,8,12.4,anc4,N,NA,1,3,days,0.6067151959047679,0.12109110264796384,5.010402768142353,0.015304977320727841,5
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate10_190319_195801_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_10,B02,10,2019-03-19T19:48:55Z,11,1,25,LP,P,4,5,18,4,no,2019-03-19T19:48:55Z,0,11,14.775,anc2,BS,NA,1,5,days,1.472232852286238,0.14959286364351984,9.841598164699704,1.845421706991161e-4,7
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate10_190319_195801_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_10,C02,10,2019-03-19T19:48:55Z,11,1,6,LP,P,4,5,18,4,no,2019-03-19T19:48:55Z,0,11,12.425,cc1690,P,NA,1,4,days,1.3495254103226977,0.08141989459142732,16.574885254945894,7.760382734693224e-5,6
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate10_190319_195801_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_10,D02,10,2019-03-19T19:48:55Z,8,1,24,LP,P,4,5,18,4,no,2019-03-19T19:48:55Z,0,8,12.175,anc4,C,NA,1,3,days,1.653372394560871,0.09383000443229882,17.620934844501996,3.9844773421228273e-4,5
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate10_190319_195801_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_10,E02,10,2019-03-19T19:48:55Z,14,1,1,LP,P,4,5,18,4,no,2019-03-19T19:48:55Z,0,14,15.6,anc2,N,NA,1,3,days,1.3843305848947953,0.170368184608412,8.1255228966409,0.003896991455605688,5
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate10_190319_195801_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_10,F02,10,2019-03-19T19:48:55Z,14,1,25,LP,P,4,5,18,4,no,2019-03-19T19:48:55Z,0,14,14.775,anc2,BS,NA,1,4,days,1.3168014665527334,0.148117664546011,8.890239193203621,8.84555337875448e-4,6
