umax,ks,replicate,population_index
1.5808659854072056,12.736881478079344,1,1
1.573545193898078,11.615321304606068,2,1
1.5361446986950777,9.58074482335333,3,1
1.577896987267249,12.784453627242721,4,1
1.5485083644125026,10.940974965496112,5,1
1.5469102070657577,10.343499696296401,6,1
1.551054240183911,9.417222915777721,7,1
1.5659884981416468,11.356642064296754,8,1
1.5456888770842576,8.957951244742851,9,1
1.5745794539715443,11.421748987296535,10,1
1.5527431157047162,10.62447787495721,11,1
1.5367225958393762,11.114067974107224,12,1
1.565666793335466,11.563965265016302,13,1
1.5609746675512466,11.479661845653837,14,1
1.542016954914244,9.334672369231095,15,1
1.5526130798053126,9.872023409105209,16,1
1.5869854229537859,11.821103077541059,17,1
1.5786679687865441,11.606823111231307,18,1
1.5789172165982266,12.728824810864959,19,1
1.5459544707670245,9.832241190571462,20,1
1.5832559012595615,11.82076729519326,21,1
1.5285003363164846,9.32749797851711,22,1
1.552027434199836,10.452306080965833,23,1
1.5861731550828655,12.016319335851938,24,1
1.5490619695611885,10.572431214525883,25,1
1.5471228604293281,10.15548173018972,26,1
1.563118658406824,9.705529441295857,27,1
1.5885316269971763,12.82575800877926,28,1
1.5773567254533623,12.6358561969853,29,1
1.571684338765314,11.718179469642267,30,1
1.5521785990440453,10.373142688473314,31,1
1.5346897908927353,9.075934689935131,32,1
1.5529957723607808,11.12870024829358,33,1
1.5529933527241164,10.97758747844531,34,1
1.5323443055242993,9.727335911293693,35,1
1.5505476448057887,9.858920894934393,36,1
1.5555454293505682,11.211307121351764,37,1
1.567885640767024,12.262486088155558,38,1
1.568503671813029,9.620462247224395,39,1
1.562363051933059,11.172854558495832,40,1
1.5688288293729198,10.324773472310607,41,1
1.5951159790594627,11.951913206422468,42,1
1.5422270994408969,10.048796976774948,43,1
1.5367960472668762,8.969774343825645,44,1
1.5518881541444554,10.447257546508206,45,1
1.5385165873881965,10.053936736761504,46,1
1.565087916731694,12.037901371244198,47,1
1.5523399256886041,11.070171037269159,48,1
1.5577244027241266,10.923209427244045,49,1
1.5418069393961047,10.622409283720767,50,1
1.5323200819022411,9.524572413212175,51,1
1.5775104113073273,12.289207772269023,52,1
1.550502880463851,11.28394385647645,53,1
1.5830097077727143,11.888462189891683,54,1
1.5632741694562433,10.229005094445217,55,1
1.5471091976578895,10.432217857917827,56,1
1.537964956496834,10.000037533008001,57,1
1.5628936923210932,10.619248390437924,58,1
1.5651219163281587,12.386537161962794,59,1
1.554697516973492,10.662028723194412,60,1
1.5520418142622385,10.928952894807658,61,1
1.5380394989033233,10.210667379991829,62,1
1.5674942283345217,11.853806465152427,63,1
1.5484912756383034,11.109469910539042,64,1
1.5328798568761854,9.689117829680555,65,1
1.5630351655167802,12.025727127807446,66,1
1.5551052513607044,11.3724312737157,67,1
1.5644991499290595,12.07888825822153,68,1
1.544655330905306,9.009201277282875,69,1
1.5128002568978094,7.819426196183384,70,1
1.585515021451956,11.22807475027087,71,1
1.5615960600990773,11.695963867593099,72,1
1.5697820117793129,11.69045862820878,73,1
1.5622522359143094,11.555370910666245,74,1
1.5636706317158047,10.906482385265134,75,1
1.5520201296845626,10.949733460993764,76,1
1.5324161064420685,10.236696372668073,77,1
1.5665534374974754,11.019675779100249,78,1
1.5414201124240683,10.257138503506736,79,1
1.556997693708659,9.88756430646028,80,1
1.5454360290604365,9.767862603328414,81,1
1.5611543988718097,10.055697740983266,82,1
1.561463192466099,10.702178949633435,83,1
1.5449760151850231,10.341611112865179,84,1
1.543419602416191,10.192845377128103,85,1
1.549064926351068,10.136381851198028,86,1
1.5322610610523906,9.601320589662796,87,1
1.5311198639425743,9.13306615843676,88,1
1.5473819178004,9.864977450670105,89,1
1.5520595204158198,10.819124443388041,90,1
1.5904781416161518,12.328398797285674,91,1
1.5449933026531473,9.626200461829562,92,1
1.5279165098878609,9.828846648699876,93,1
1.5233529153372127,9.3922225427783,94,1
1.5535193263763551,9.686306012474832,95,1
1.5510480490667777,9.819994262973601,96,1
1.5834651487729197,12.271096533178682,97,1
1.553718732625126,9.790122773970365,98,1
1.5395969729613637,10.509277150852489,99,1
1.5548307823491478,11.201440790188004,100,1
1.5597813460818544,10.010665676891739,101,1
1.5418346767182614,10.233326872377832,102,1
1.5365780467814043,9.654829676735835,103,1
1.55801269775515,10.900503237163445,104,1
1.5429990650726744,10.63610052916593,105,1
1.5604129791952663,11.314122310969351,106,1
1.5558716984181749,11.11212831802157,107,1
1.5849685171986725,11.676193897225462,108,1
1.571279820893924,11.458973222863284,109,1
1.5380885922939274,9.419545882553448,110,1
1.5620904826235862,11.032155413082663,111,1
1.5608847365272005,10.872448081612346,112,1
1.5676716238049406,11.386144770874324,113,1
1.554616758468378,10.828888281485181,114,1
1.5549526522291317,10.728044487249264,115,1
1.5654121794730413,10.850952639795024,116,1
1.5450911469776218,10.420274388305499,117,1
1.5507958133881976,10.802372637321017,118,1
1.5364967171701418,9.036044765099243,119,1
1.56358288782582,11.625197896091485,120,1
1.5756800319576045,11.457817602140091,121,1
1.556111164470077,11.10641711670129,122,1
1.5239386777594965,10.395955376761236,123,1
1.5497305607546095,10.325237700999175,124,1
1.526681210432332,9.12531348511398,125,1
1.5768944113758334,12.13433596987605,126,1
1.5750223191959372,10.892091661311492,127,1
1.559944388657619,10.37627707637357,128,1
1.5737195943465776,12.013124702791949,129,1
