alpha,eopt,ps,replicate,population_index
0.0758647392504364,139.22261389409758,1.491825077558009,1,1
0.08804238143935415,132.52533500586833,1.4958440023064514,2,1
0.08364924352699747,129.9371133487671,1.4957383559699124,3,1
0.06354318648337451,130.25402365461437,1.5331806748379948,4,1
0.0666939599747607,128.73897124843134,1.4999119793926456,5,1
0.06876627440272716,130.70720485542216,1.4977935662415682,6,1
0.07739672875659588,130.75804677143117,1.498054146180376,7,1
0.07096287125732058,130.4320345955234,1.4965593470912406,8,1
0.07558317487965682,126.63614881611268,1.501726295580574,9,1
0.07916673199725778,132.8504008310388,1.5112838445483587,10,1
0.06720958014797955,127.60118305694989,1.501580296952586,11,1
0.07700649773023953,121.0805361104246,1.52099390818795,12,1
0.0705600448095835,132.93909805330895,1.4904410420093916,13,1
0.08246720436051812,137.74652544260033,1.5047203682676498,14,1
0.06459584196826297,127.2154138315981,1.514196942588292,15,1
0.07816752268806201,135.13920934943545,1.4829791573905717,16,1
0.07856896418336372,127.47507998070962,1.5106517865144824,17,1
0.07435077268095215,136.32162926963386,1.4989860507843555,18,1
0.07962362949570043,130.02142885234497,1.4979206472180868,19,1
0.07143262830334997,130.33637266404358,1.5112222995091342,20,1
0.0900111493829277,144.48046865752568,1.4829728512751408,21,1
0.08092621588269448,129.5488452536738,1.4914175608390778,22,1
0.08181511762732073,124.4195929772414,1.4909586940869393,23,1
0.07277913600969117,134.32456539891461,1.5006787885771584,24,1
0.09150476552771108,134.02903092467926,1.4818456662815969,25,1
0.06715030955773307,123.69531069616582,1.510397480132341,26,1
0.08565544773349651,134.81486936852957,1.4882118099687993,27,1
0.07147191143840648,137.71850616804673,1.4922977333086296,28,1
0.07166935440047216,126.96575839212207,1.4977646806981006,29,1
0.09247418050665494,138.76451278527398,1.482949977460252,30,1
0.06834346595443774,128.6167779432687,1.5036578634616535,31,1
0.0789454895225995,135.28430050856315,1.5019277540856228,32,1
0.08954235067026922,129.34022520670004,1.4931162205345647,33,1
0.070929284858291,131.78690950051768,1.4897154173224207,34,1
0.06855603480471968,128.49843392067123,1.5123498172285215,35,1
0.07151478672275069,124.74650162455491,1.5043669010371843,36,1
0.07470589768317952,128.5473540766866,1.5045132543329616,37,1
0.07310307311036669,131.9875471355738,1.4936434119262052,38,1
0.07344802494331819,139.15918811569912,1.4964712147566221,39,1
0.0738835675849973,140.92706763993874,1.4968317014337618,40,1
0.06690592286911008,122.87351341634681,1.5020359485513657,41,1
0.07347905120261669,128.27217807521646,1.5031192180378776,42,1
0.07699340583169856,129.42705175768646,1.4971434652598932,43,1
0.08025321642765856,134.27793007868289,1.4869422757456634,44,1
0.07134904140807963,124.1364776865325,1.5204856801505349,45,1
0.07460567780881017,133.2520150835753,1.5068541429533748,46,1
0.06609835423576113,128.58158075583523,1.4910127611365094,47,1
0.07649700074330985,128.40120579024176,1.5046370067358898,48,1
0.07620136378533923,122.34649077901835,1.5106227008418451,49,1
0.08394525863037759,124.11980025654562,1.494862505756563,50,1
0.07327351231615709,131.02808040661162,1.5100124734556983,51,1
0.07575736122728789,125.85234562695305,1.5140353633392294,52,1
0.07726233250368698,127.31058059734981,1.4977541020018876,53,1
0.08262854029940789,137.44850397351024,1.5096190149841844,54,1
0.07358516649401607,129.8061466899734,1.5005819074451499,55,1
0.07181166684858596,129.5880901326885,1.5049869296543898,56,1
0.07852990854646001,127.55997135107374,1.498703200412272,57,1
0.07220123044550102,130.89249810102277,1.5011243079507222,58,1
0.07206100339839105,128.81102308577343,1.5049412850478139,59,1
0.07417792892127162,127.46278513628444,1.5155396434231392,60,1
0.07550883283898323,127.96061518932525,1.4965030980865797,61,1
0.08032526107923339,134.80075349802084,1.5051039212096045,62,1
0.07087312875155372,125.44655266875895,1.516081655719108,63,1
0.07394435677871183,129.2804732315834,1.512770351260642,64,1
0.07288521593399624,132.35275039427336,1.5012751328577139,65,1
0.07472911687118339,126.15440611357961,1.4976747915383617,66,1
0.06039269156795157,131.47620449189938,1.5168560170806582,67,1
0.06640133010948397,134.22857582031028,1.5011992460445274,68,1
0.08377032260517327,129.163116395631,1.4991726861614276,69,1
0.07876769930035994,133.84612852045183,1.4899689463391812,70,1
0.07539501113812622,131.52140966475207,1.5034203820606438,71,1
0.07492387021495829,126.33218028440103,1.4911656774288866,72,1
0.07850140163972064,142.52454560431954,1.4882826830558509,73,1
0.08116245275732159,140.58375900796827,1.5038848826709454,74,1
0.09248017440733873,129.00583585287873,1.497562246282938,75,1
0.06385072952591059,130.12952132179885,1.5054338599477777,76,1
0.07127347206669513,129.09358043669124,1.5037297813001569,77,1
0.07754111155531067,126.80171100381494,1.4928554899832707,78,1
0.0713961789125077,125.807105714882,1.502645983948316,79,1
0.06524689194396395,130.87402916013122,1.5264659340879883,80,1
0.08927854779969599,135.2260095001568,1.4931652717664496,81,1
0.08290621695455117,131.0739743749063,1.4971331129650154,82,1
0.07094796505439137,132.96983198833053,1.5058331618405072,83,1
